flat,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,hawker,hawker_dist,num_hawker_2km,school,school_dist,num_school_2km
127 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.678,2,0.116,12,Blk 724 Ang Mo Kio Ave 6,0.341,3,Ang Mo Kio Primary School,0.489,9
235 HOUGANG ST 21,KOVAN MRT STATION,0.515,5,0.448,15,Market Street Food Centre,0.352,2,Xinghua Primary School,0.229,6
369 WOODLANDS AVE 1,WOODLANDS MRT STATION,0.297,5,0.179,11,Blks 20/21 Marsiling Lane,1.604,2,Si Ling Primary School,0.192,10
166 WOODLANDS ST 13,MARSILING MRT STATION,0.191,4,0.192,6,Blks 20/21 Marsiling Lane,1.099,2,Marsiling Primary School,0.197,7
204 CLEMENTI AVE 6,CLEMENTI MRT STATION,0.706,1,0.514,11,Blk 448 Clementi Ave 3,0.86,3,Nan Hua Primary School,0.309,5
559 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.347,5,0.242,7,Market Street Food Centre,5.851,0,De La Salle School,0.219,7
133 YISHUN ST 11,YISHUN MRT STATION,0.582,2,0.311,15,Chong Pang Market & Food Centre,0.278,2,Ahmad Ibrahim Primary School,0.249,9
753 YISHUN ST 72,YISHUN MRT STATION,0.275,2,0.232,16,Chong Pang Market & Food Centre,0.838,2,Jiemin Primary School,0.474,10
116C RIVERVALE DR,KANGKAR LRT STATION,0.216,14,0.339,13,Market Street Food Centre,3.163,0,North Spring Primary School,0.544,16
234 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.206,12,0.43,14,Market Street Food Centre,4.222,0,South View Primary School,0.263,8
25 SIN MING RD,MARYMOUNT MRT STATION,0.728,5,0.382,12,Blk 320 Shunfu Road,0.334,1,Catholic High School (Primary),0.753,9
114 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.398,5,0.305,21,Market Street Food Centre,1.095,1,Princess Elizabeth Primary School,0.558,8
256 KIM KEAT AVE,POTONG PASIR MRT STATION,1.177,6,0.121,15,Blk 75 Toa Payoh Lorong 5,0.748,6,Pei Chun Public School,0.658,11
467 SEGAR RD,FAJAR LRT STATION,0.427,11,0.489,8,Bukit Timah Market,5.261,0,Beacon Primary School,0.336,6
546 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.271,4,0.084,10,Blks 20/21 Marsiling Lane,2.425,0,Innova Primary School,0.383,10
179 BISHAN ST 13,BISHAN MRT STATION,0.423,7,0.241,14,Blk 210 Toa Payoh Lorong 8,0.965,7,Kuo Chuan Presbyterian Primary School,0.295,13
241 HOUGANG ST 22,KOVAN MRT STATION,0.858,2,0.336,10,Market Street Food Centre,0.704,2,Xinghua Primary School,0.217,7
221 TAMPINES ST 24,TAMPINES EAST MRT STATION,0.274,6,0.202,17,Market Street Food Centre,1.383,1,Gongshang Primary School,0.428,13
315 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.389,2,0.374,13,Blk 448 Clementi Ave 3,0.578,3,Pei Tong Primary School,0.349,4
603B PUNGGOL RD,DAMAI LRT STATION,0.233,22,0.167,14,Market Street Food Centre,5.466,0,Edgefield Primary School,0.341,14
715 PASIR RIS ST 72,PASIR RIS MRT STATION,1.749,1,0.373,5,Market Street Food Centre,4.243,0,Park View Primary School,0.678,3
656 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.45,4,0.41,13,Blks 20/21 Marsiling Lane,2.553,0,Woodlands Ring Primary School,0.293,10
361 HOUGANG AVE 5,HOUGANG MRT STATION,0.461,5,0.336,17,Market Street Food Centre,1.575,2,Holy Innocents' Primary School,0.328,10
51 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.364,3,0.242,12,ABC Brickworks Market & Food Centre,0.72,5,Queenstown Primary School,0.284,5
404 FAJAR RD,PETIR LRT STATION,0.333,13,0.395,11,Bukit Timah Market,4.65,0,Zhenghua Primary School,0.23,8
141 TAMPINES ST 12,TAMPINES MRT STATION,0.559,7,0.312,18,Market Street Food Centre,0.32,1,Tampines Primary School,0.197,11
944 JURONG WEST ST 91,PIONEER MRT STATION,1.151,2,0.368,8,Blk 505 Jurong West Street 52,3.246,0,Xingnan Primary School,0.3,7
201A PUNGGOL FIELD,COVE LRT STATION,0.282,25,0.352,17,Market Street Food Centre,4.933,0,Edgefield Primary School,0.48,16
80 STRATHMORE AVE,QUEENSTOWN MRT STATION,0.424,3,0.084,16,ABC Brickworks Market & Food Centre,0.867,5,Queenstown Primary School,0.264,4
238 JURONG EAST ST 21,JURONG EAST MRT STATION,0.859,4,0.562,19,Market Street Food Centre,0.439,1,Yuhua Primary School,0.238,6
346 WOODLANDS ST 32,WOODLANDS MRT STATION,0.754,4,0.361,8,Blks 20/21 Marsiling Lane,1.288,2,Fuchun Primary School,0.411,9
510A WELLINGTON CIRCLE,SEMBAWANG MRT STATION,0.49,1,0.078,12,Chong Pang Market & Food Centre,2.557,0,Wellington Primary School,0.28,5
414 PASIR RIS DR 6,PASIR RIS MRT STATION,0.772,2,0.474,10,Market Street Food Centre,3.256,0,Casuarina Primary School,0.097,7
52 TEBAN GDNS RD,JURONG EAST MRT STATION,1.446,2,0.18,15,Taman Jurong Market & Food Centre,2.33,0,Fuhua Primary School,1.72,1
467 JURONG WEST ST 41,LAKESIDE MRT STATION,0.604,2,0.234,8,Blk 505 Jurong West Street 52,0.457,3,Shuqun Primary School,0.233,6
370 HOUGANG ST 31,KOVAN MRT STATION,0.645,2,0.506,15,Market Street Food Centre,0.654,2,Holy Innocents' Primary School,0.612,11
223 LOR 8 TOA PAYOH,BRADDELL MRT STATION,0.979,9,0.152,15,Blk 210 Toa Payoh Lorong 8,0.138,5,First Toa Payoh Primary School,0.104,11
318 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.341,2,0.327,13,Blk 448 Clementi Ave 3,0.531,3,Pei Tong Primary School,0.317,4
435 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.574,4,0.292,14,Blk 409 Ang Mo Kio Ave 10,0.571,4,Teck Ghee Primary School,0.431,9
108 YISHUN RING RD,YISHUN MRT STATION,0.733,2,0.192,14,Chong Pang Market & Food Centre,0.114,2,Ahmad Ibrahim Primary School,0.44,9
138 SERANGOON NTH AVE 2,KOVAN MRT STATION,1.382,3,0.329,18,Chomp Chomp Food Centre,1.097,4,Rosyth School,0.519,7
475A UPP SERANGOON CRES,KANGKAR LRT STATION,0.876,9,0.408,13,Market Street Food Centre,2.472,0,CHIJ Our Lady of the Nativity,0.443,11
225B COMPASSVALE WALK,RANGGUNG LRT STATION,0.446,19,0.433,17,Market Street Food Centre,3.489,0,Seng Kang Primary School,0.204,17
267 TAMPINES ST 21,TAMPINES MRT STATION,0.539,6,0.293,15,Market Street Food Centre,0.789,1,Yumin Primary School,0.146,11
624 SENJA RD,JELAPANG LRT STATION,0.303,17,0.22,12,Bukit Timah Market,5.409,0,West View Primary School,0.335,10
50 SIMS DR,ALJUNIED MRT STATION,0.502,14,0.407,26,Blk 117 Aljunied Ave 2,1.065,8,Geylang Methodist School (Primary),0.62,4
204 CHOA CHU KANG AVE 1,SOUTH VIEW LRT STATION,0.422,8,0.09,11,Market Street Food Centre,3.737,0,Chua Chu Kang Primary School,0.291,8
103 BT PURMEI RD,HARBOURFRONT MRT STATION,0.859,6,0.926,13,Blk 112 Jalan Bukit Merah,0.878,5,Radin Mas Primary School,0.349,6
113 C'WEALTH CRES,COMMONWEALTH MRT STATION,0.478,7,0.485,14,Commonwealth Crescent Market,0.269,4,New Town Primary School,0.821,6
511 WOODLANDS DR 14,WOODLANDS MRT STATION,0.3,5,0.252,12,Blks 20/21 Marsiling Lane,1.705,2,Woodgrove Primary School,0.22,11
59 JLN MA'MOR,BOON KENG MRT STATION,1.089,9,0.382,21,Blk 75 Toa Payoh Lorong 5,0.99,6,Hong Wen School,0.704,7
853 WOODLANDS ST 83,WOODLANDS MRT STATION,0.684,4,0.299,14,Blks 20/21 Marsiling Lane,1.834,2,Woodlands Primary School,0.361,11
202A PUNGGOL FIELD,COVE LRT STATION,0.166,25,0.463,17,Market Street Food Centre,4.934,0,Edgefield Primary School,0.376,16
620 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.229,3,0.281,6,Blks 20/21 Marsiling Lane,5.882,0,Unity Primary School,0.364,6
415 SEMBAWANG DR,SEMBAWANG MRT STATION,0.329,1,0.192,13,Chong Pang Market & Food Centre,2.444,0,Endeavour Primary School,0.295,6
211 JURONG EAST ST 21,JURONG EAST MRT STATION,0.65,4,0.376,16,Market Street Food Centre,0.604,1,Yuhua Primary School,0.466,6
354 WOODLANDS AVE 1,WOODLANDS MRT STATION,0.518,5,0.358,10,Blks 20/21 Marsiling Lane,1.517,2,Si Ling Primary School,0.108,9
477 SEGAR RD,SEGAR LRT STATION,0.417,10,0.404,8,Bukit Timah Market,5.515,0,Beacon Primary School,0.588,6
303D PUNGGOL PL,PUNGGOL LRT STATION,0.311,23,0.138,17,Market Street Food Centre,5.421,0,Punggol View Primary School,0.102,15
6 LOR 7 TOA PAYOH,BRADDELL MRT STATION,1.176,8,0.191,17,Blk 210 Toa Payoh Lorong 8,0.315,5,Pei Chun Public School,0.223,11
175 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.969,5,0.224,21,Market Street Food Centre,0.486,1,Yuhua Primary School,0.309,8
330 TAH CHING RD,LAKESIDE MRT STATION,0.81,2,0.521,15,Taman Jurong Market & Food Centre,0.434,3,Lakeside Primary School,0.678,7
774 BEDOK RESERVOIR VIEW,BEDOK RESERVOIR MRT STATION,0.501,5,0.493,23,Market Street Food Centre,0.777,8,Red Swastika School,0.454,8
704 YISHUN AVE 5,YISHUN MRT STATION,0.682,2,0.154,14,Chong Pang Market & Food Centre,0.248,2,Jiemin Primary School,0.242,10
128 MARSILING RISE,MARSILING MRT STATION,0.767,3,0.768,8,Blks 20/21 Marsiling Lane,0.696,2,Marsiling Primary School,0.711,8
447 HOUGANG AVE 10,BUANGKOK MRT STATION,0.415,12,0.334,17,Market Street Food Centre,2.459,0,Punggol Primary School,0.193,16
166 BT BATOK WEST AVE 8,BUKIT BATOK MRT STATION,0.783,5,0.002,20,Market Street Food Centre,0.695,1,Princess Elizabeth Primary School,0.301,8
505 JELAPANG RD,FAJAR LRT STATION,0.35,13,0.188,11,Bukit Timah Market,5.071,0,Greenridge Primary School,0.149,8
732 JURONG WEST ST 73,PIONEER MRT STATION,0.946,2,0.521,10,Blk 505 Jurong West Street 52,2.139,0,West Grove Primary School,0.112,9
103 HENDERSON CRES,REDHILL MRT STATION,0.507,4,0.433,20,Blk 115 Bukit Merah View,0.471,8,Alexandra Primary School,0.382,7
138 PETIR RD,PENDING LRT STATION,0.238,14,0.447,12,Bukit Timah Market,3.944,0,Bukit Panjang Primary School,0.116,7
120 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.774,10,0.525,17,Blk 210 Toa Payoh Lorong 8,1.084,5,Pei Chun Public School,0.894,13
113 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.492,5,0.231,21,Market Street Food Centre,1.017,1,Princess Elizabeth Primary School,0.464,8
651 JLN TENAGA,KAKI BUKIT MRT STATION,0.329,5,0.557,10,Blk 4A Eunos Crescent,1.356,2,Telok Kurau Primary School,0.417,5
71 CIRCUIT RD,MACPHERSON MRT STATION,0.197,11,0.377,26,Blk 89 Circuit Road,0.321,9,Canossa Catholic Primary School,0.67,7
243 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.764,3,0.235,16,Market Street Food Centre,2.188,0,Keming Primary School,0.452,7
633D SENJA RD,SENJA LRT STATION,0.376,18,0.087,14,Market Street Food Centre,5.157,0,West View Primary School,0.126,10
132 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.476,5,0.398,20,Market Street Food Centre,1.182,1,Princess Elizabeth Primary School,0.537,8
119C KIM TIAN RD,TIONG BAHRU MRT STATION,0.525,8,0.263,22,Blk 112 Jalan Bukit Merah,0.247,11,Zhangde Primary School,0.357,7
1 JLN BT MERAH,QUEENSTOWN MRT STATION,0.965,4,0.004,14,ABC Brickworks Market & Food Centre,0.048,5,Gan Eng Seng Primary School,0.815,6
787 YISHUN RING RD,KHATIB MRT STATION,0.417,2,0.152,16,Chong Pang Market & Food Centre,1.216,2,Peiying Primary School,0.459,9
534 PASIR RIS DR 1,PASIR RIS MRT STATION,0.338,4,0.245,13,Market Street Food Centre,2.852,0,Casuarina Primary School,0.723,9
604B PUNGGOL RD,DAMAI LRT STATION,0.213,22,0.12,16,Market Street Food Centre,5.485,0,Punggol View Primary School,0.267,14
788C WOODLANDS CRES,ADMIRALTY MRT STATION,0.375,3,0.375,18,Blks 20/21 Marsiling Lane,2.74,0,Admiralty Primary School,0.242,10
503 SERANGOON NTH AVE 4,HOUGANG MRT STATION,1.787,4,0.378,18,Chomp Chomp Food Centre,1.552,4,Rosyth School,0.21,8
617 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.24,6,0.176,18,Blk 538 Bedok North Street 3,0.91,5,Damai Primary School,0.589,9
602B PUNGGOL CTRL,DAMAI LRT STATION,0.311,22,0.112,15,Market Street Food Centre,5.381,0,Punggol View Primary School,0.303,14
104A ANG MO KIO ST 11,ANG MO KIO MRT STATION,1.215,2,0.271,11,Blk 724 Ang Mo Kio Ave 6,0.859,2,Ang Mo Kio Primary School,0.292,7
624 JURONG WEST ST 61,PIONEER MRT STATION,0.358,2,0.125,9,Blk 505 Jurong West Street 52,2.49,0,Jurong West Primary School,0.206,9
241 BT PANJANG RING RD,BANGKIT LRT STATION,0.095,13,0.14,9,Bukit Timah Market,4.476,0,Zhenghua Primary School,0.285,7
651B JURONG WEST ST 61,PIONEER MRT STATION,0.115,2,0.528,9,Taman Jurong Market & Food Centre,2.609,0,Frontier Primary School,0.176,9
2 TOH YI DR,BEAUTY WORLD MRT STATION,0.232,2,0.316,9,Bukit Timah Market,0.08,1,Pei Hwa Presbyterian Primary School,0.15,2
872 TAMPINES ST 84,TAMPINES WEST MRT STATION,1.175,4,0.255,10,Market Street Food Centre,1.68,1,Poi Ching School,0.497,6
272 TAMPINES ST 22,TAMPINES MRT STATION,0.735,6,0.239,17,Market Street Food Centre,0.756,1,Angsana Primary School,0.183,10
724 JURONG WEST ST 72,PIONEER MRT STATION,0.83,2,0.379,9,Blk 505 Jurong West Street 52,2.311,0,West Grove Primary School,0.124,9
567 PASIR RIS ST 51,PASIR RIS MRT STATION,0.441,4,0.154,16,Market Street Food Centre,2.659,0,Elias Park Primary School,0.755,11
652 SENJA LINK,JELAPANG LRT STATION,0.112,13,0.348,11,Bukit Timah Market,5.477,0,West Spring Primary School,0.342,9
248 HOUGANG AVE 3,KOVAN MRT STATION,0.844,2,0.401,12,Market Street Food Centre,0.728,2,Xinghua Primary School,0.285,7
260B PUNGGOL WAY,SOO TECK LRT STATION,0.096,20,0.079,16,Market Street Food Centre,5.192,0,Valour Primary School,0.372,14
176 BOON LAY DR,BOON LAY MRT STATION,1.051,3,0.29,10,Blk 505 Jurong West Street 52,0.975,2,Corporation Primary School,0.494,10
197A PUNGGOL FIELD,COVE LRT STATION,0.115,24,0.419,16,Market Street Food Centre,5.06,0,Edgefield Primary School,0.116,16
351A CANBERRA RD,SEMBAWANG MRT STATION,0.149,1,0.189,12,Chong Pang Market & Food Centre,2.244,0,Wellington Primary School,0.288,5
268B PUNGGOL FIELD,SOO TECK LRT STATION,0.145,21,0.188,17,Market Street Food Centre,5.099,0,Punggol Green Primary School,0.269,16
491F TAMPINES ST 45,TAMPINES EAST MRT STATION,0.75,4,0.356,17,Market Street Food Centre,2.259,0,White Sands Primary School,0.723,12
812 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.199,5,0.368,18,Market Street Food Centre,0.831,2,Junyuan Primary School,0.233,13
191 BOON LAY DR,BOON LAY MRT STATION,0.884,3,0.29,12,Blk 505 Jurong West Street 52,0.955,2,Boon Lay Garden Primary School,0.14,10
862 TAMPINES ST 83,TAMPINES MRT STATION,0.728,3,0.257,13,Market Street Food Centre,1.37,1,Poi Ching School,0.357,9
742 TAMPINES ST 72,TAMPINES MRT STATION,1.186,3,0.473,9,Market Street Food Centre,2.011,0,Poi Ching School,0.3,7
545 HOUGANG AVE 8,BUANGKOK MRT STATION,0.546,9,0.451,16,Market Street Food Centre,2.199,0,Punggol Primary School,0.311,16
274B PUNGGOL PL,PUNGGOL MRT STATION,0.16,23,0.145,17,Market Street Food Centre,5.193,0,Punggol View Primary School,0.39,16
455 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,1.132,4,0.444,9,Blk 505 Jurong West Street 52,3.782,0,Concord Primary School,0.133,4
424 BEDOK NTH AVE 1,BEDOK MRT STATION,0.563,4,0.452,20,Blk 538 Bedok North Street 3,0.514,7,Fengshan Primary School,0.495,7
222 PASIR RIS ST 21,PASIR RIS MRT STATION,1.421,2,0.392,10,Market Street Food Centre,3.39,0,Pasir Ris Primary School,0.221,6
667D JURONG WEST ST 65,BOON LAY MRT STATION,0.565,2,0.451,9,Blk 505 Jurong West Street 52,2.002,0,West Grove Primary School,0.464,11
327 WOODLANDS ST 32,MARSILING MRT STATION,0.727,4,0.16,8,Blks 20/21 Marsiling Lane,1.504,2,Fuchun Primary School,0.227,8
414 PANDAN GDNS,JURONG EAST MRT STATION,1.546,2,0.514,13,Blk 448 Clementi Ave 3,2.062,0,Qifa Primary School,1.299,3
1B CANTONMENT RD,OUTRAM PARK MRT STATION,0.298,14,0.248,20,Blk 6 Tanjong Pagar Plaza,0.236,12,Cantonment Primary School,0.303,5
231 LOR 8 TOA PAYOH,POTONG PASIR MRT STATION,1.258,7,0.473,17,Blk 210 Toa Payoh Lorong 8,0.597,5,Pei Chun Public School,0.435,11
113 PASIR RIS ST 11,PASIR RIS MRT STATION,0.909,2,0.343,14,Market Street Food Centre,2.798,0,Casuarina Primary School,0.507,10
240 YISHUN RING RD,YISHUN MRT STATION,0.605,2,0.105,16,Chong Pang Market & Food Centre,1.213,2,Xishan Primary School,0.199,10
612 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.773,2,0.535,10,Blk 724 Ang Mo Kio Ave 6,1.153,2,Mayflower Primary School,0.436,5
528 HOUGANG AVE 6,HOUGANG MRT STATION,0.471,9,0.451,16,Market Street Food Centre,1.843,2,Montfort Junior School,0.199,15
601 SENJA RD,SENJA LRT STATION,0.087,15,0.229,12,Bukit Timah Market,4.93,0,West View Primary School,0.318,9
5 FARRER RD,FARRER ROAD MRT STATION,0.11,7,0.859,13,Adam Road Food Centre,1.132,3,Nanyang Primary School,0.477,3
421 CLEMENTI AVE 1,CLEMENTI MRT STATION,0.731,2,0.084,15,Blk 448 Clementi Ave 3,0.633,3,Pei Tong Primary School,0.79,5
224D COMPASSVALE WALK,SENGKANG LRT STATION,0.48,18,0.526,17,Market Street Food Centre,3.54,0,Seng Kang Primary School,0.177,18
323 YISHUN CTRL,YISHUN MRT STATION,0.711,2,0.244,16,Chong Pang Market & Food Centre,1.462,2,Huamin Primary School,0.356,10
226 BT BATOK CTRL,BUKIT BATOK MRT STATION,0.4,2,0.403,15,Market Street Food Centre,1.813,1,Bukit View Primary School,0.322,7
209 BISHAN ST 23,BISHAN MRT STATION,0.474,6,0.561,17,Blk 409 Ang Mo Kio Ave 10,1.087,7,Catholic High School (Primary),0.499,13
109 TAMPINES ST 11,SIMEI MRT STATION,0.65,8,0.161,18,Market Street Food Centre,0.559,1,Angsana Primary School,0.314,10
102 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,1.132,2,0.389,12,Blk 724 Ang Mo Kio Ave 6,0.808,3,Ang Mo Kio Primary School,0.149,9
145 RIVERVALE DR,RUMBIA LRT STATION,0.174,20,0.338,17,Market Street Food Centre,4.071,0,Rivervale Primary School,0.423,17
120C RIVERVALE DR,KANGKAR LRT STATION,0.25,14,0.275,14,Market Street Food Centre,3.517,0,North Spring Primary School,0.218,16
73 LOR 4 TOA PAYOH,TOA PAYOH MRT STATION,0.505,8,0.113,20,Blk 75 Toa Payoh Lorong 5,0.233,5,Pei Chun Public School,0.547,10
38 TEBAN GDNS RD,JURONG EAST MRT STATION,1.338,2,0.072,15,Blk 448 Clementi Ave 3,2.543,0,Qifa Primary School,1.756,2
909 JURONG WEST ST 91,PIONEER MRT STATION,1.277,2,0.558,7,Blk 505 Jurong West Street 52,3.682,0,Xingnan Primary School,0.225,7
809 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.225,5,0.385,19,Market Street Food Centre,0.911,2,Junyuan Primary School,0.362,12
46 BENDEMEER RD,BENDEMEER MRT STATION,0.224,13,0.537,27,Berseh Food Centre,0.984,8,Hong Wen School,0.861,4
225 SIMEI ST 4,SIMEI MRT STATION,0.446,6,0.472,16,Market Street Food Centre,1.444,1,Changkat Primary School,0.62,7
44 CIRCUIT RD,MATTAR MRT STATION,0.322,11,0.227,25,Blks 79/79A Circuit Road,0.119,6,Canossa Catholic Primary School,0.433,8
790 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.32,4,0.321,19,Blks 20/21 Marsiling Lane,2.856,0,Admiralty Primary School,0.314,10
334 UBI AVE 1,UBI MRT STATION,0.581,10,0.405,18,Blk 4A Eunos Crescent,0.683,6,Eunos Primary School,0.268,6
11 TECK WHYE LANE,PHOENIX LRT STATION,0.366,17,0.19,17,Market Street Food Centre,4.446,0,Teck Whye Primary School,0.469,10
275 TAMPINES ST 22,SIMEI MRT STATION,0.605,8,0.147,19,Market Street Food Centre,0.698,1,Angsana Primary School,0.176,9
318 WOODLANDS ST 31,MARSILING MRT STATION,0.339,5,0.341,8,Blks 20/21 Marsiling Lane,1.281,2,Fuchun Primary School,0.197,7
252 TAMPINES ST 21,TAMPINES MRT STATION,0.447,6,0.45,16,Market Street Food Centre,0.934,1,Yumin Primary School,0.208,12
217B COMPASSVALE DR,SENGKANG LRT STATION,0.284,19,0.369,18,Market Street Food Centre,3.464,0,Nan Chiau Primary School,0.479,17
449 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.405,6,0.432,19,Market Street Food Centre,1.473,1,Gongshang Primary School,0.217,13
588C ANG MO KIO ST 52,ANG MO KIO MRT STATION,0.504,2,0.093,14,Blk 724 Ang Mo Kio Ave 6,0.798,4,Jing Shan Primary School,0.177,7
641 HOUGANG AVE 8,KOVAN MRT STATION,1.347,3,0.048,19,Market Street Food Centre,1.504,4,Xinmin Primary School,0.337,11
330 YISHUN RING RD,YISHUN MRT STATION,0.859,2,0.098,15,Chong Pang Market & Food Centre,1.563,2,Huamin Primary School,0.476,9
306A ANCHORVALE LINK,TONGKANG LRT STATION,0.37,17,0.624,18,Market Street Food Centre,3.455,0,Anchor Green Primary School,0.211,16
516 WEST COAST RD,CLEMENTI MRT STATION,0.926,1,0.439,11,Blk 726 Clementi West Street 2,0.641,3,Qifa Primary School,0.697,4
150 ANG MO KIO AVE 5,YIO CHU KANG MRT STATION,0.637,2,0.401,11,Blk 724 Ang Mo Kio Ave 6,0.716,2,Mayflower Primary School,0.145,6
8 MARINE TER,KEMBANGAN MRT STATION,1.877,1,0.16,10,Blk 50A Marine Terrace,0.157,2,Ngee Ann Primary School,0.198,7
451 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.677,2,0.463,15,Blk 409 Ang Mo Kio Ave 10,0.679,4,Jing Shan Primary School,0.536,7
257 TAMPINES ST 21,TAMPINES MRT STATION,0.539,6,0.343,17,Market Street Food Centre,1.1,1,Yumin Primary School,0.279,12
606 HOUGANG AVE 4,HOUGANG MRT STATION,0.718,5,0.295,20,Market Street Food Centre,1.282,2,Xinmin Primary School,0.328,11
305 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.399,5,0.433,11,Serangoon Garden Market,1.022,3,CHIJ Our Lady of Good Counsel,0.515,10
853 HOUGANG CTRL,HOUGANG MRT STATION,0.292,6,0.272,17,Market Street Food Centre,1.438,2,Holy Innocents' Primary School,0.259,10
545 SERANGOON NTH AVE 3,FERNVALE LRT STATION,1.953,1,0.125,16,Chomp Chomp Food Centre,1.296,2,Rosyth School,0.497,6
22 MARSILING DR,MARSILING MRT STATION,1.038,3,1.037,6,Blks 20/21 Marsiling Lane,0.338,2,Marsiling Primary School,0.895,4
48A DORSET RD,FARRER PARK MRT STATION,0.417,18,0.207,26,Pek Kio Market & Food Centre,0.205,9,Farrer Park Primary School,0.236,6
407A FERNVALE RD,FERNVALE LRT STATION,0.416,7,0.361,14,Chomp Chomp Food Centre,2.83,0,Fernvale Primary School,0.243,9
327 TAH CHING RD,LAKESIDE MRT STATION,0.915,3,0.29,16,Taman Jurong Market & Food Centre,0.197,3,Lakeside Primary School,0.554,6
709 PASIR RIS DR 10,PASIR RIS MRT STATION,1.533,1,0.344,6,Market Street Food Centre,4.08,0,Park View Primary School,0.496,3
713 ANG MO KIO AVE 6,ANG MO KIO MRT STATION,0.378,2,0.063,12,Blk 724 Ang Mo Kio Ave 6,0.079,3,Jing Shan Primary School,0.631,9
498 JURONG WEST ST 41,LAKESIDE MRT STATION,0.583,2,0.0,9,Blk 505 Jurong West Street 52,0.669,3,Shuqun Primary School,0.319,9
280B SENGKANG EAST AVE,RENJONG LRT STATION,0.185,16,0.106,17,Market Street Food Centre,3.069,0,Palm View Primary School,0.277,16
18 DOVER CRES,DOVER MRT STATION,0.613,7,0.356,19,Blk 20 Ghim Moh Road,0.66,5,Fairfield Methodist School (Primary),0.875,3
357 WOODLANDS AVE 5,WOODLANDS MRT STATION,0.472,4,0.349,8,Blks 20/21 Marsiling Lane,1.408,2,Si Ling Primary School,0.196,9
502 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.754,3,0.195,10,Blk 505 Jurong West Street 52,0.094,2,Rulang Primary School,0.411,7
276 YISHUN ST 22,YISHUN MRT STATION,0.979,1,0.191,13,Chong Pang Market & Food Centre,1.252,2,Chongfu School,0.176,8
662B EDGEDALE PLAINS,KADALOOR LRT STATION,0.343,12,0.385,10,Market Street Food Centre,5.951,0,Waterway Primary School,0.32,8
132 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.492,8,0.245,16,Blk 210 Toa Payoh Lorong 8,1.369,5,Cedar Primary School,1.125,8
987A BUANGKOK GREEN,TONGKANG LRT STATION,1.334,7,0.148,17,Chomp Chomp Food Centre,2.177,0,Hougang Primary School,0.386,12
603 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.709,5,0.294,14,Blk 538 Bedok North Street 3,1.372,2,Telok Kurau Primary School,0.206,6
